snapped_at,price,market_cap,total_volume
2014-07-06 00:00:00 UTC,4.448476828538714e-06,34777.69649427538,239.140098494063
2014-07-07 00:00:00 UTC,4.976634193980581e-06,38906.77196539278,320.1236491012841
2014-07-08 00:00:00 UTC,5.48022530531935e-06,42843.79119745825,372.1682613025615
2014-07-09 00:00:00 UTC,5.513093395252838e-06,43100.750264597846,349.609778121775
2014-07-10 00:00:00 UTC,5.558197284302848e-06,43453.367446737466,352.4700163787182
2014-07-11 00:00:00 UTC,5.419800740288665e-06,42371.39867650495,343.6936758423359
2014-07-12 00:00:00 UTC,5.395893502517242e-06,42184.494553750614,342.1776115398577
2014-07-13 00:00:00 UTC,5.448931211028548e-06,42599.13745298405,345.5409685837799
2014-07-14 00:00:00 UTC,5.530896503483381e-06,43239.93298231472,350.738752414813
2014-07-15 00:00:00 UTC,5.52384876060764e-06,43184.83451329949,350.2918236859856
2014-07-16 00:00:00 UTC,5.56706654346065e-06,43522.706327214546,353.0324555583146
2014-07-17 00:00:00 UTC,5.488886569967651e-06,42911.50400002087,348.0747156422832
2014-07-18 00:00:00 UTC,1.014323653453453e-05,79298.70747097216,977.7840792014529
2014-07-19 00:00:00 UTC,8.398593175755774e-06,65659.2776028093,829.8158202410408
2014-07-20 00:00:00 UTC,8.663787976995838e-06,67732.541387476,307.0503830857589
2014-07-21 00:00:00 UTC,8.648046293261202e-06,67609.47463562382,219.2580586047496
2014-07-22 00:00:00 UTC,9.083914008629637e-06,71017.04048892556,438.6756645287778
2014-07-23 00:00:00 UTC,9.9491457538525e-06,82106.32024824314,536.1113695853579
2014-07-24 00:00:00 UTC,9.879815034390958e-06,81534.16155281482,450.1517817011021
2014-07-25 00:00:00 UTC,1.008144451624675e-05,83198.12901477792,242.6624896310031
2014-07-26 00:00:00 UTC,1.017051913603638e-05,83933.22622205383,241.0795334933266
2014-07-27 00:00:00 UTC,1.020361842261274e-05,84206.3813944539,175.0249162063407
2014-07-28 00:00:00 UTC,1.052318997373559e-05,86843.68470144994,273.7550035982851
2014-07-29 00:00:00 UTC,1.043468454762462e-05,86113.28476200838,213.9007188758458
2014-07-30 00:00:00 UTC,9.08359312992195e-06,74963.26681358644,835.9259496358093
2014-07-31 00:00:00 UTC,8.922639278321584e-06,73634.97894890349,942.0305994444252
2014-08-01 00:00:00 UTC,9.001887682869277e-06,74288.98438592495,685.2625901705655
2014-08-02 00:00:00 UTC,9.01208524544534e-06,74373.14079774394,375.6697177092324
2014-08-03 00:00:00 UTC,8.906865317581202e-06,73504.80274981845,121.4142784611381
2014-08-04 00:00:00 UTC,8.435573668459957e-06,69615.42096721602,582.204639821296
2014-08-05 00:00:00 UTC,8.766219825328261e-06,72344.11166523483,440.7876544694153
2014-08-06 00:00:00 UTC,9.016354789616958e-06,74408.3756408651,349.252566823141
